timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1714559040529,69,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test Case Basico 2 2-1,bin,true,,108440,851,1,6,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,57,0,0
1714559040600,61,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test Case Basico 2 2-1,bin,true,,101310,869,1,6,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,48,0,0
1714559040614,49,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,200,OK,Test Case Basico 1-2,text,true,,3627,752,3,6,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,49,0,0
1714559040610,79,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test GoToRae 3-1,text,true,,58284,752,2,6,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,75,0,0
1714559040667,64,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test Case Basico 1-1,text,true,,58282,752,4,7,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,61,0,0
1714559040689,56,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,200,OK,Test GoToRae 3-1,text,true,,1464,769,2,7,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,56,0,0
1714559040670,76,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test Case Basico 2 2-1,text,true,,108326,735,1,7,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,74,0,0
1714559040731,58,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,200,OK,Test Case Basico 1-1,text,true,,1458,769,4,7,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,58,0,0
1714559040748,47,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,200,OK,Test GoToRae 3-1,text,true,,6046,782,2,7,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,47,0,0
1714559040749,95,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,200,OK,Test Case Basico 2 2-1,bin,true,,275642,865,1,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,60,0,0
1714559040791,54,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,200,OK,Test Case Basico 1-1,text,true,,6044,782,4,7,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,54,0,0
1714559040239,608,https://www.rae.es/,200,OK,Test Case Basico 1-3,text,true,,14725,684,4,7,https://www.rae.es/,608,0,88
1714559040847,51,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,200,OK,Test Case Basico 2 2-1,bin,true,,40835,856,1,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,51,0,0
1714559040852,75,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test Case Basico 1-1,bin,true,,108446,851,4,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,62,0,0
1714559040806,132,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test GoToRae 3-1,bin,true,,108446,851,2,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,120,0,0
1714559040482,469,https://www.rae.es/,200,OK,Test GoToRae 3-2,text,true,,15490,684,2,7,https://www.rae.es/,469,0,67
1714559040900,113,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,200,OK,Test Case Basico 2 2-1,bin,true,,108984,872,1,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,91,0,0
1714559040931,91,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test Case Basico 1-1,bin,true,,101314,869,4,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,74,0,0
1714559040943,92,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test GoToRae 3-1,bin,true,,101300,869,2,7,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,82,0,0
1714559040977,59,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,200,OK,Test Case Basico 1-3,text,true,,3629,752,4,7,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,59,0,0
1714559041016,48,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,200,OK,Test GoToRae 3-2,text,true,,3629,752,2,7,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,48,0,0
1714559041017,67,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,200,OK,Test Case Basico 2 2-1,bin,true,,17910,822,1,7,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,67,0,0
1714559041001,84,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test Case Basico 1-2,text,true,,58280,752,4,7,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,80,0,0
1714559041040,78,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test GoToRae 3-1,text,true,,108330,735,2,7,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,78,0,0
1714559041043,94,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test Case Basico 1-1,text,true,,108324,735,4,7,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,93,0,0
1714559041085,52,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,200,OK,Test Case Basico 2 2-1,bin,true,,19667,819,1,7,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,52,0,0
1714559041087,50,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,200,OK,Test Case Basico 1-2,text,true,,1460,769,4,7,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,50,0,0
1714559041140,61,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,200,OK,Test Case Basico 2 2-1,bin,true,,16582,816,1,7,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,61,0,0
1714559041140,61,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,200,OK,Test Case Basico 1-2,text,true,,6046,782,4,7,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,61,0,0
1714559041143,102,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,200,OK,Test Case Basico 1-1,bin,true,,275640,865,5,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,66,0,0
1714559041155,127,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test Case Basico 1-3,text,true,,58284,752,5,8,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,123,0,0
1714559041121,174,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,200,OK,Test GoToRae 3-1,bin,true,,275652,865,2,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,126,0,0
1714559041204,94,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,200,OK,Test Case Basico 2 2-1,bin,true,,16210,820,1,8,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,94,0,0
1714559041214,96,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test Case Basico 1-2,bin,true,,108444,851,5,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,84,0,0
1714559041282,55,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,200,OK,Test Case Basico 1-3,text,true,,1460,769,5,8,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,55,0,0
1714559041248,98,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,200,OK,Test Case Basico 1-1,bin,true,,40833,856,5,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,96,0,0
1714559041304,55,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ortografia.jpg?h=58bebe6a&itok=rIFp05st,200,OK,Test Case Basico 2 2-1,bin,true,,14409,821,1,8,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ortografia.jpg?h=58bebe6a&itok=rIFp05st,55,0,0
1714559041263,97,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test GoToRae 3-2,text,true,,58278,752,2,8,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,93,0,0
1714559041313,70,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test Case Basico 1-2,bin,true,,101302,869,5,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,55,0,0
1714559041308,80,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,200,OK,Test GoToRae 3-1,bin,true,,40829,856,2,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,80,0,0
1714559041344,46,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,200,OK,Test Case Basico 1-3,text,true,,6808,782,5,8,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,46,0,0
1714559041347,57,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,200,OK,Test Case Basico 1-1,bin,true,,108980,872,5,8,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,45,0,0
1714559041368,52,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-regular-webfont.woff2,200,OK,Test Case Basico 2 2-1,text,true,,25717,825,1,8,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-regular-webfont.woff2,52,0,0
1714559041361,83,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,200,OK,Test GoToRae 3-2,text,true,,1458,769,2,8,https://www.rae.es/themes/custom/front/src/assets/images/lupa.svg,83,0,0
1714559041389,83,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,200,OK,Test GoToRae 3-1,bin,true,,108986,872,3,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,71,0,0
1714559041408,79,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,200,OK,Test Case Basico 1-1,bin,true,,17910,822,5,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,79,0,0
1714559041399,91,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test Case Basico 1-3,bin,true,,108448,851,5,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,74,0,0
1714559041424,69,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-black-webfont.woff2,200,OK,Test Case Basico 2 2-1,text,true,,25189,839,1,9,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-black-webfont.woff2,69,0,0
1714559041452,57,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,200,OK,Test GoToRae 3-2,text,true,,6050,782,3,9,https://www.rae.es/themes/custom/front/src/assets/svg/logo-fundacion-caixa.svg,57,0,0
1714559041397,112,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test Case Basico 1-2,text,true,,108328,735,5,9,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,112,0,0
1714559041488,50,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,200,OK,Test Case Basico 1-1,bin,true,,19665,819,5,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,50,0,0
1714559041476,73,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,200,OK,Test GoToRae 3-1,bin,true,,17912,822,3,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-diccionario.jpg?h=58bebe6a&itok=ZPckBq5C,73,0,0
1714559041497,59,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-bold-webfont.woff2,200,OK,Test Case Basico 2 2-1,text,true,,26219,822,1,9,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-bold-webfont.woff2,58,0,0
1714559041510,61,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,200,OK,Test GoToRae 3-2,bin,true,,108445,851,3,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2022-04/semana%20cervantina%20portada.jpg?h=7aa68663&itok=QdLOx_Bq,48,0,0
1714559040726,849,https://www.rae.es/,200,OK,Test Case Basico 1-4,text,true,,14733,684,5,9,https://www.rae.es/,848,0,90
1714559041491,103,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test Case Basico 1-3,bin,true,,101302,869,5,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,86,0,0
1714559041540,60,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,200,OK,Test Case Basico 1-1,bin,true,,16590,816,5,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,57,0,0
1714559041550,91,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,200,OK,Test GoToRae 3-1,bin,true,,19671,819,3,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-espanyol.jpg?h=58bebe6a&itok=T9NiPEIi,91,0,0
1714559041517,124,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,200,OK,Test Case Basico 1-2,bin,true,,275640,865,5,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/mapa%20quijote%20cervantes%20home%20portada.jpg?h=f44c88b1&itok=fHSV1B7-,77,0,0
1714559041561,97,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-light-webfont.woff2,200,OK,Test Case Basico 2 2-1,text,true,,24337,839,1,9,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-light-webfont.woff2,94,0,0
1714559041574,96,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,200,OK,Test GoToRae 3-2,bin,true,,101303,869,3,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/quijote%20jornada%20cervantina%20home%20portada.jpg?h=f44c88b1&itok=1Dm85t-d,85,0,0
1714559041603,76,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,200,OK,Test Case Basico 1-1,bin,true,,16214,820,5,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,76,0,0
1714559041643,66,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,200,OK,Test GoToRae 3-1,bin,true,,16576,816,3,9,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-banco.jpg?h=58bebe6a&itok=goTM7mjJ,61,0,0
1714559041601,111,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test Case Basico 1-3,text,true,,108320,735,5,9,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,108,0,0
1714559041649,64,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,200,OK,Test Case Basico 1-2,bin,true,,40831,856,5,9,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2024-04/pereda%20calderon%20home%20portada.jpg?h=f44c88b1&itok=pLtX6CiF,63,0,0
1714559041646,68,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,200,OK,Test Case Basico 1-4,text,true,,3629,752,5,9,https://www.rae.es/sites/default/files/css/css_WSt8iH52cnt2qIw8_5DZJB7HRsExK9FogVlIs0zJ5Ac.css,68,0,0
1714559041659,64,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-bolditalic-webfont.woff2,200,OK,Test Case Basico 2 2-1,text,true,,29527,844,1,10,https://www.rae.es/themes/custom/front/assets/fonts/merriweather/merriweather-bolditalic-webfont.woff2,64,0,0
1714559041687,49,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ortografia.jpg?h=58bebe6a&itok=rIFp05st,200,OK,Test Case Basico 1-1,bin,true,,14405,821,6,10,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ortografia.jpg?h=58bebe6a&itok=rIFp05st,49,0,0
1714559041682,69,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,200,OK,Test GoToRae 3-2,text,true,,108332,735,3,10,https://www.rae.es/sites/default/files/js/js_4XHxG_GDe222TXQpS_wh9g9wcKO7YT93-eBgn6fIxGk.js,68,0,0
1714559041710,49,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,200,OK,Test GoToRae 3-1,bin,true,,16212,820,3,10,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-gramatica.jpg?h=58bebe6a&itok=X0kf0z_9,49,0,0
1714559041715,67,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,200,OK,Test Case Basico 1-2,bin,true,,108988,872,6,10,https://www.rae.es/sites/default/files/styles/paragraph_slider_horizontal/public/2020-12/fachada%20de%20la%20rae%20madrid%20academia%20HOME.jpg?h=79fc2091&itok=Q4IoGPda,56,0,0
1714559041724,61,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ilex.jpg?h=58bebe6a&itok=_Omvm4hD,200,OK,Test Case Basico 2 2-1,bin,true,,16933,815,1,10,https://www.rae.es/sites/default/files/styles/recurso/public/2020-08/recursos-ilex.jpg?h=58bebe6a&itok=_Omvm4hD,60,0,0
1714559041718,78,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,200,OK,Test Case Basico 1-4,text,true,,58284,752,6,10,https://www.rae.es/sites/default/files/css/css_n3ebl0G58_EfjviLG1wBHDyYOmKshCrW-sAqdgvd5d4.css,77,0,0
1714559041744,92,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-regular-webfont.woff2,200,OK,Test Case Basico 1-1,text,true,,25719,825,6,10,https://www.rae.es/themes/custom/front/assets/fonts/lato/lato-regular-webfont.woff2,91,0,0
